bizesId,bizesNm,brchNm,indsLclsCd,indsLclsNm,indsMclsCd,indsMclsNm,indsSclsCd,indsSclsNm,ksicCd,ksicNm,ctprvnCd,ctprvnNm,signguCd,signguNm,adongCd,adongNm,ldongCd,ldongNm,lnoCd,plotSctCd,plotSctNm,lnoMnno,lnoSlno,lnoAdr,rdnmCd,rdnm,bldMnno,bldSlno,bldMngNo,bldNm,rdnmAdr,oldZipcd,newZipcd,dongNo,flrNo,hoNo,lon,lat
MA010120220805343104,햇살담은생선구이,,I2,음식,I201,한식,I20112,해산물 구이/찜,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215820,자양1동,1121510500,자양동,1.12151E+18,1,대지,613,22,서울특별시 광진구 자양동 613-22,1.12154E+11,서울특별시 광진구 자양로15길,105,,1.12151E+24,,서울특별시 광진구 자양로15길 105,143866,5062,,1,,127.07823742,37.534445365
MA010120220805361246,화전별당,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11215,광진구,11215860,구의2동,1121510300,구의동,1.12151E+18,1,대지,55,4,서울특별시 광진구 구의동 55-4,1.12154E+11,서울특별시 광진구 자양로43길,14,,1.12151E+24,,서울특별시 광진구 자양로43길 14,143817,4954,,1,,127.09102021,37.551239841
MA010120220805396970,대한족발,,I2,음식,I201,한식,I20103,족발/보쌈,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215710,화양동,1121510700,화양동,1.12151E+18,1,대지,119,4,서울특별시 광진구 화양동 119-4,1.12153E+11,서울특별시 광진구 군자로,52,,1.12151E+24,,서울특별시 광진구 군자로 52,143915,5009,,1,,127.07053362,37.547667883
MA010120220805401571,강여사의부엌,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215730,군자동,1121510900,군자동,1.12151E+18,1,대지,469,11,서울특별시 광진구 군자동 469-11,1.12153E+11,서울특별시 광진구 면목로,29,1,1.12151E+24,,서울특별시 광진구 면목로 29-1,143838,4994,,2,,127.07611054,37.556881628
MA010120220805410365,플레이팅,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215730,군자동,1121510900,군자동,1.12151E+18,1,대지,355,11,서울특별시 광진구 군자동 355-11,1.12153E+11,서울특별시 광진구 광나루로,343,,1.12151E+24,,서울특별시 광진구 광나루로 343,143840,5003,,,,127.06813541,37.548561279
MA010120220805418564,직화구이통삼겹,광진점,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11215,광진구,11215740,중곡1동,1121510100,중곡동,1.12151E+18,1,대지,635,2,서울특별시 광진구 중곡동 635-2,1.12154E+11,서울특별시 광진구 천호대로101길,6,,1.12151E+24,,서울특별시 광진구 천호대로101길 6,143912,4920,,1,,127.07483435,37.559576425
MA010120220805423492,마루고기,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11215,광진구,11215830,자양2동,1121510500,자양동,1.12151E+18,1,대지,685,2,서울특별시 광진구 자양동 685-2,1.12154E+11,서울특별시 광진구 자양로6길,8,,1.12151E+24,,서울특별시 광진구 자양로6길 8,143875,5112,,1,,127.08657309,37.531970806
MA010120220805414211,정원마늘보쌈,,I2,음식,I201,한식,I20103,족발/보쌈,I56112,한식 면 요리 전문점,11,서울특별시,11215,광진구,11215780,능동,1121510200,능동,1.12151E+18,1,대지,224,17,서울특별시 광진구 능동 224-17,1.12154E+11,서울특별시 광진구 천호대로112길,34,,1.12151E+24,,서울특별시 광진구 천호대로112길 34,143847,4985,,1,,127.08082776,37.554851249
MA010120220805466025,열린밥상,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215860,구의2동,1121510300,구의동,1.12151E+18,1,대지,79,8,서울특별시 광진구 구의동 79-8,1.12153E+11,서울특별시 광진구 자양로,247,,1.12151E+24,고광빌딩,서울특별시 광진구 자양로 247,143819,4993,,1,,127.08884433,37.548655634
MA010120220805455841,남수푸드,,I2,음식,I201,한식,I20111,횟집,I56114,한식 해산물 요리 전문점,11,서울특별시,11215,광진구,11215860,구의2동,1121510300,구의동,1.12151E+18,1,대지,66,82,서울특별시 광진구 구의동 66-82,1.12154E+11,서울특별시 광진구 광나루로37길,8,,1.12151E+24,,서울특별시 광진구 광나루로37길 8,143819,4977,,1,,127.08767483,37.545304793
MA010120220805473734,산과바다,,I2,음식,I201,한식,I20111,횟집,I56114,한식 해산물 요리 전문점,11,서울특별시,11215,광진구,11215860,구의2동,1121510300,구의동,1.12151E+18,1,대지,26,16,서울특별시 광진구 구의동 26-16,1.12153E+11,서울특별시 광진구 자양로,322,,1.12151E+24,,서울특별시 광진구 자양로 322,143816,4956,,1,,127.09405646,37.553931445
MA010120220805474592,미각의발견,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11215,광진구,11215860,구의2동,1121510300,구의동,1.12151E+18,1,대지,32,42,서울특별시 광진구 구의동 32-42,1.12154E+11,서울특별시 광진구 자양로50길,37,,1.12151E+24,샤론피아노학원,서울특별시 광진구 자양로50길 37,143817,4956,,1,,127.09431483,37.552399543
MA010120220805474593,온도계,아차산점,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11215,광진구,11215770,중곡4동,1121510100,중곡동,1.12151E+18,1,대지,114,16,서울특별시 광진구 중곡동 114-16,1.12154E+11,서울특별시 광진구 자양로43길,60,,1.12151E+24,,서울특별시 광진구 자양로43길 60,143889,4953,,1,,127.09010598,37.553258778
MA010120220805449171,설레임,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11215,광진구,11215710,화양동,1121510700,화양동,1.12151E+18,1,대지,8,51,서울특별시 광진구 화양동 8-51,1.12154E+11,서울특별시 광진구 아차산로31길,30,,1.12151E+24,,서울특별시 광진구 아차산로31길 30,143914,5017,,1,,127.06995143,37.542244214
MA010120220805485628,풍년상회,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11215,광진구,11215850,구의1동,1121510300,구의동,1.12151E+18,1,대지,257,15,서울특별시 광진구 구의동 257-15,1.12154E+11,서울특별시 광진구 아차산로53길,53,,1.12151E+24,,서울특별시 광진구 아차산로53길 53,143828,5043,,1,,127.08562015,37.539602974
MA010120220805471235,용정성일초두부,,I2,음식,I201,한식,I20101,백반/한정식,I56121,중식 음식점업,11,서울특별시,11215,광진구,11215847,자양4동,1121510500,자양동,1.12151E+18,1,대지,13,62,서울특별시 광진구 자양동 13-62,1.12154E+11,서울특별시 광진구 아차산로26길,42,,1.12151E+24,,서울특별시 광진구 아차산로26길 42,143841,5072,,1,,127.06533243,37.539561881
MA010120220805515076,내가닭도리탕이다,광진점,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215820,자양1동,1121510500,자양동,1.12151E+18,1,대지,661,,서울특별시 광진구 자양동 661,1.12154E+11,서울특별시 광진구 뚝섬로55길,10,,1.12151E+24,대안빌딩,서울특별시 광진구 뚝섬로55길 10,143867,5059,,1,,127.08254537,37.53195567
MA010120220805521814,동방생고기,건대점,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215710,화양동,1121510700,화양동,1.12151E+18,1,대지,8,50,서울특별시 광진구 화양동 8-50,1.12154E+11,서울특별시 광진구 아차산로31길,28,,1.12151E+24,,서울특별시 광진구 아차산로31길 28,143914,5017,,2,,127.06988345,37.542154155
MA010120220805647826,광수육회,,I2,음식,I201,한식,I20108,소고기 구이/찜,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215760,중곡3동,1121510100,중곡동,1.12151E+18,1,대지,175,89,서울특별시 광진구 중곡동 175-89,1.12154E+11,서울특별시 광진구 면목로13길,3,,1.12151E+24,,서울특별시 광진구 면목로13길 3,143901,4902,,1,,127.0824841,37.568761489
MA010120220805635586,현대인의손맛,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215860,구의2동,1121510300,구의동,1.12151E+18,1,대지,68,31,서울특별시 광진구 구의동 68-31,1.12153E+11,서울특별시 광진구 자양로,206,1,1.12151E+24,,서울특별시 광진구 자양로 206-1,143819,4976,,1,,127.08615889,37.545630268
MA010120220805694786,뽀빠이우렁추어탕,,I2,음식,I201,한식,I20102,국/탕/찌개류,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215830,자양2동,1121510500,자양동,1.12151E+18,1,대지,600,15,서울특별시 광진구 자양동 600-15,1.12153E+11,서울특별시 광진구 자양번영로,12,,1.12151E+24,,서울특별시 광진구 자양번영로 12,143865,5098,,1,,127.0752128,37.530726196
MA010120220805801008,불향쭈꾸미&낙지,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215730,군자동,1121510900,군자동,1.12151E+18,1,대지,358,9,서울특별시 광진구 군자동 358-9,1.12153E+11,서울특별시 광진구 광나루로,361,,1.12151E+24,광진동양파라곤2단지,서울특별시 광진구 광나루로 361,143840,5003,,,,127.06975355,37.548470235
MA010120220805847088,카레시대,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215820,자양1동,1121510500,자양동,1.12151E+18,1,대지,225,37,서울특별시 광진구 자양동 225-37,1.12154E+11,서울특별시 광진구 아차산로41길,44,,1.12151E+24,,서울특별시 광진구 아차산로41길 44,143853,5028,,1,,127.07741582,37.538635558
MA010120220805843458,소풍,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215860,구의2동,1121510300,구의동,1.12151E+18,1,대지,52,9,서울특별시 광진구 구의동 52-9,1.12154E+11,서울특별시 광진구 자양로45길,13,,1.12151E+24,영덕주택,서울특별시 광진구 자양로45길 13,143817,4954,,1,,127.09121335,37.551861381
MA010120220805843466,정담은코다리동태탕,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215810,광장동,1121510400,광장동,1.12151E+18,1,대지,245,4,서울특별시 광진구 광장동 245-4,1.12154E+11,서울특별시 광진구 천호대로143길,12,,1.12151E+24,,서울특별시 광진구 천호대로143길 12,143805,4968,,1,,127.10308806,37.546112252
MA010120220805819582,디에이치글로벌그룹,,I2,음식,I201,한식,I20111,횟집,I56114,한식 해산물 요리 전문점,11,서울특별시,11215,광진구,11215830,자양2동,1121510500,자양동,1.12151E+18,1,대지,605,,서울특별시 광진구 자양동 605,1.12154E+11,서울특별시 광진구 자양번영로6길,52,,1.12151E+24,,서울특별시 광진구 자양번영로6길 52,143865,5099,,1,,127.07822323,37.531688312
MA010120220805799691,강릉집,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215770,중곡4동,1121510100,중곡동,1.12151E+18,1,대지,78,12,서울특별시 광진구 중곡동 78-12,1.12153E+11,서울특별시 광진구 영화사로,5,3,1.12151E+24,,서울특별시 광진구 영화사로 5-3,143887,4945,,1,,127.08849395,37.558584891
MA010120220805854806,엉터리생고기두번째이야기,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11215,광진구,11215847,자양4동,1121510500,자양동,1.12151E+18,1,대지,8,24,서울특별시 광진구 자양동 8-24,1.12153E+11,서울특별시 광진구 아차산로,218,,1.12151E+24,,서울특별시 광진구 아차산로 218,143841,5072,,2,,127.06739284,37.540777073
MA010120220805890289,곽홍백외식연구소식당,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215740,중곡1동,1121510100,중곡동,1.12151E+18,1,대지,244,45,서울특별시 광진구 중곡동 244-45,1.12153E+11,서울특별시 광진구 면목로,92,,1.12151E+24,,서울특별시 광진구 면목로 92,143904,4914,,,,127.07922819,37.56191615
MA010120220805930546,자양동녹두빈대떡,,I2,음식,I201,한식,I20104,전/부침개,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215830,자양2동,1121510500,자양동,1.12151E+18,1,대지,606,11,서울특별시 광진구 자양동 606-11,1.12153E+11,서울특별시 광진구 뚝섬로,626,,1.12151E+24,,서울특별시 광진구 뚝섬로 626,143865,5099,,1,,127.07910606,37.532030104
MA010120220805982378,속리산흑염소,,I2,음식,I201,한식,I20199,기타 한식 음식점,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215770,중곡4동,1121510100,중곡동,1.12151E+18,1,대지,91,2,서울특별시 광진구 중곡동 91-2,1.12154E+11,서울특별시 광진구 용마산로4길,16,,1.12151E+24,,서울특별시 광진구 용마산로4길 16,143888,4950,,1,,127.08906847,37.556322956
MA010120220805956467,은행나무집,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215810,광장동,1121510400,광장동,1.12151E+18,1,대지,413,13,서울특별시 광진구 광장동 413-13,1.12154E+11,서울특별시 광진구 아차산로69길,20,,1.12151E+24,,서울특별시 광진구 아차산로69길 20,143812,4983,,,,127.09855753,37.542953614
MA010120220805989747,할매순대국,,I2,음식,I201,한식,I20102,국/탕/찌개류,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215810,광장동,1121510400,광장동,1.12151E+18,1,대지,280,1,서울특별시 광진구 광장동 280-1,1.12153E+11,서울특별시 광진구 광장로,77,,1.12151E+24,,서울특별시 광진구 광장로 77,143806,4967,,1,,127.10569322,37.547884916
MA010120220806058416,하루,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215850,구의1동,1121510300,구의동,1.12151E+18,1,대지,221,6,서울특별시 광진구 구의동 221-6,1.12153E+11,서울특별시 광진구 구의로,9,,1.12151E+24,,서울특별시 광진구 구의로 9,143823,5041,,1,,127.08911569,37.538951668
MA010120220806032922,귀소,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215847,자양4동,1121510500,자양동,1.12151E+18,1,대지,246,146,서울특별시 광진구 자양동 246-146,1.12154E+11,서울특별시 광진구 뚝섬로23길,3,,1.12151E+24,,서울특별시 광진구 뚝섬로23길 3,143842,5080,,1,,127.06359893,37.536841807
MA010120220806119777,황제바베큐,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11215,광진구,11215830,자양2동,1121510500,자양동,1.12151E+18,1,대지,663,24,서울특별시 광진구 자양동 663-24,1.12154E+11,서울특별시 광진구 뚝섬로56길,25,,1.12151E+24,명칭없음,서울특별시 광진구 뚝섬로56길 25,143873,5102,,1,,127.08278109,37.530261623
MA010120220806159780,소문난왕족발,,I2,음식,I201,한식,I20103,족발/보쌈,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215770,중곡4동,1121510100,중곡동,1.12151E+18,1,대지,82,16,서울특별시 광진구 중곡동 82-16,1.12154E+11,서울특별시 광진구 자양로53길,118,,1.12151E+24,,서울특별시 광진구 자양로53길 118,143888,4949,,1,,127.08896786,37.557377199
MA010120220806283911,문가네본가면옥,,I2,음식,I201,한식,I20106,냉면/밀면,I56113,한식 육류 요리 전문점,11,서울특별시,11215,광진구,11215850,구의1동,1121510300,구의동,1.12151E+18,1,대지,248,86,서울특별시 광진구 구의동 248-86,1.12154E+11,서울특별시 광진구 아차산로51길,92,,1.12151E+24,,서울특별시 광진구 아차산로51길 92,143826,5040,,1,,127.08548599,37.541026651
MA010120220806301747,전주식당,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215810,광장동,1121510400,광장동,1.12151E+18,1,대지,280,3,서울특별시 광진구 광장동 280-3,1.12153E+11,서울특별시 광진구 광장로,75,1,1.12151E+24,,서울특별시 광진구 광장로 75-1,143806,4967,,1,,127.10557998,37.547830957
MA010120220806308830,미식가의1인찜닭1인닭도리,,I2,음식,I201,한식,I20110,닭/오리고기 구이/찜,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215730,군자동,1121510900,군자동,1.12151E+18,1,대지,341,44,서울특별시 광진구 군자동 341-44,1.12153E+11,서울특별시 광진구 동일로,226,,1.12151E+24,청운빌딩,서울특별시 광진구 동일로 226,143839,5001,,1,,127.06974543,37.551894033
MA010120220806304813,최고집풍천장어,,I2,음식,I201,한식,I20112,해산물 구이/찜,I56114,한식 해산물 요리 전문점,11,서울특별시,11215,광진구,11215850,구의1동,1121510300,구의동,1.12151E+18,1,대지,251,98,서울특별시 광진구 구의동 251-98,1.12154E+11,서울특별시 광진구 아차산로51길,79,,1.12151E+24,,서울특별시 광진구 아차산로51길 79,143826,5039,,1,,127.08501031,37.540630555
MA010120220806353260,중일가든,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11215,광진구,11215810,광장동,1121510400,광장동,1.12151E+18,1,대지,325,4,서울특별시 광진구 광장동 325-4,1.12154E+11,서울특별시 광진구 아차산로76가길,4,,1.12151E+24,,서울특별시 광진구 아차산로76가길 4,143808,4969,,1,,127.10749198,37.547522893
MA010120220806371183,국민냉면,,I2,음식,I201,한식,I20106,냉면/밀면,I56121,중식 음식점업,11,서울특별시,11215,광진구,11215770,중곡4동,1121510100,중곡동,1.12151E+18,1,대지,115,22,서울특별시 광진구 중곡동 115-22,1.12154E+11,서울특별시 광진구 자양로43길,47,,1.12151E+24,왼쪽,서울특별시 광진구 자양로43길 47,143889,4953,,1,,127.09015052,37.552655075
MA010120220806362658,본래순대,자양점,I2,음식,I201,한식,I20102,국/탕/찌개류,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215820,자양1동,1121510500,자양동,1.12151E+18,1,대지,658,133,서울특별시 광진구 자양동 658-133,1.12153E+11,서울특별시 광진구 자양로,53,,1.12151E+24,,서울특별시 광진구 자양로 53,143867,5056,,1,,127.08493327,37.532566658
